Pokemon,Dex_Number,Move_Count,All_Moves
Seviper,336,77,Acid Spray; Assurance; Belch; Bite; Body Slam; Breaking Swipe; Brick Break; Bulldoze; Coil; Crunch; Curse; Dark Pulse; Dig; Double-Edge; Dragon Pulse; Earthquake; Endeavor; Endure; Facade; Feint; Final Gambit; Fire Fang; Flamethrower; Gastro Acid; Giga Drain; Giga Impact; Glare; Gunk Shot; Haze; Helping Hand; Hyper Beam; Ice Fang; Iron Head; Iron Tail; Knock Off; Lash Out; Leer; Lick; Night Slash; Poison Fang; Poison Jab; Poison Tail; Pounce; Protect; Psychic Fangs; Rain Dance; Rest; Reversal; Scale Shot; Scary Face; Screech; Seed Bomb; Skitter Smack; Sleep Talk; Sludge Bomb; Sludge Wave; Snarl; Spit Up; Stockpile; Substitute; Sunny Day; Swagger; Swallow; Switcheroo; Swords Dance; Take Down; Taunt; Tera Blast; Thief; Throat Chop; Thunder Fang; Toxic; Trailblaze; Venoshock; Wrap; X-Scissor; Zen Headbutt
Greninja,658,78,Acrobatics; Aerial Ace; Blizzard; Bounce; Brick Break; Bubble Beam; Chilling Water; Counter; Dark Pulse; Dig; Double Team; Endure; Extrasensory; Facade; False Swipe; Fling; Flip Turn; Giga Impact; Grass Knot; Growl; Gunk Shot; Haze; Headbutt; Helping Hand; Hydro Cannon; Hydro Pump; Hyper Beam; Ice Beam; Ice Punch; Icy Wind; Lick; Liquidation; Low Kick; Low Sweep; Mud Shot; Mud-Slap; Nasty Plot; Night Slash; Pound; Protect; Psyshock; Quick Attack; Rain Dance; Razor Wind; Rest; Retaliate; Rock Slide; Rock Tomb; Role Play; Round; Shadow Sneak; Sleep Talk; Sludge Wave; Smack Down; Smokescreen; Snowscape; Spikes; Substitute; Surf; Swift; Switcheroo; Swords Dance; Tackle; Take Down; Taunt; Tera Blast; Thief; Toxic Spikes; Trailblaze; U-turn; Upper Hand; Vacuum Wave; Water Gun; Water Pledge; Water Pulse; Water Shuriken; Waterfall; Weather Ball
Barbaracle,689,51,Ancient Power; Blizzard; Brick Break; Bubble Beam; Bulk Up; Bulldoze; Close Combat; Comet Punch; Dig; Double Hit; Dragon Claw; Dual Chop; Earthquake; Endure; Facade; False Swipe; Focus Blast; Giga Impact; Hyper Beam; Ice Beam; Infestation; Iron Defense; Liquidation; Meteor Beam; Mud Shot; Muddy Water; Night Slash; Poison Jab; Power-Up Punch; Power-up Punch; Protect; Rock Blast; Rock Slide; Rock Throw; Rock Tomb; Safeguard; Scald; Screech; Shadow Claw; Skull Bash; Slash; Sludge Bomb; Stealth Rock; Stone Edge; Substitute; Surf; Swords Dance; Taunt; Water Gun; Waterfall; X-Scissor
Houndstone,972,65,Ally Switch; Bite; Body Press; Bulldoze; Charm; Confuse Ray; Crunch; Destiny Bond; Dig; Disable; Double-Edge; Dream Eater; Endeavor; Endure; Facade; Fire Fang; Giga Impact; Growl; Headbutt; Helping Hand; Hex; Howl; Hyper Beam; Ice Fang; Last Respects; Lick; Memento; Mud Shot; Mud-Slap; Night Shade; Ominous Wind; Pain Split; Phantom Force; Play Rough; Poltergeist; Protect; Psychic Fangs; Rain Dance; Rest; Roar; Sandstorm; Scary Face; Seed Bomb; Shadow Ball; Shadow Claw; Shadow Sneak; Sleep Talk; Smokescreen; Snarl; Stomping Tantrum; Substitute; Sunny Day; Swagger; Tackle; Tail Whip; Take Down; Tera Blast; Thief; Thunder Fang; Trick; Uproar; Will-O-Wisp; Work Up; Yawn; Zen Headbutt
Vanilluxe,584,26,Acid Armor; Blizzard; Chilling Water; Endure; Explosion; Facade; Flash Cannon; Freeze-Dry; Frost Breath; Giga Impact; Harden; Hyper Beam; Hyper Voice; Ice Beam; Icicle Crash; Icicle Spear; Icy Wind; Iron Defense; Light Screen; Mist; Protect; Self-Destruct; Sheer Cold; Substitute; Tackle; Taunt
Genesect,649,49,Ancient Power; Blaze Kick; Blizzard; Bug Buzz; Charge Beam; Dark Pulse; Electroweb; Endure; Energy Ball; Facade; Flame Charge; Flamethrower; Flash Cannon; Fly; Giga Drain; Giga Impact; Gunk Shot; Hyper Beam; Ice Beam; Iron Defense; Iron Head; Leech Life; Light Screen; Lunge; Magnet Bomb; Metal Claw; Metal Sound; Protect; Psychic; Quick Attack; Reflect; Screech; Self-Destruct; Shadow Ball; Shadow Claw; Skull Bash; Solar Beam; Steel Beam; Substitute; Swift; Techno Blast; Thunder; Thunder Wave; Thunderbolt; Tri Attack; U-turn; X-Scissor; Zap Cannon; Zen Headbutt
Clawitzer,693,57,Acid Spray; Aqua Jet; Aqua Tail; Aura Sphere; Blizzard; Body Slam; Bounce; Bubble Beam; Chilling Water; Crabhammer; Dark Pulse; Dragon Pulse; Endure; Entrainment; Facade; Flail; Flash Cannon; Flip Turn; Focus Blast; Giga Impact; Heal Pulse; Helping Hand; Hone Claws; Hydro Pump; Hyper Beam; Ice Beam; Icy Wind; Liquidation; Mud Shot; Mud-Slap; Muddy Water; Pounce; Protect; Rain Dance; Rest; Rock Slide; Scald; Scary Face; Shadow Ball; Sleep Talk; Sludge Bomb; Sludge Wave; Smack Down; Splash; Substitute; Surf; Swords Dance; Take Down; Tera Blast; Thief; U-turn; Venoshock; Vise Grip; Water Gun; Water Pulse; Waterfall; Weather Ball
Clefairy,035,102,After You; Alluring Voice; Amnesia; Baton Pass; Blizzard; Body Slam; Brick Break; Bubble Beam; Calm Mind; Charge Beam; Charm; Chilling Water; Copycat; Cosmic Power; Dazzling Gleam; Defense Curl; Dig; Disarming Voice; Double-Edge; Drain Punch; Draining Kiss; Dream Eater; Dual Wingbeat; Encore; Endeavor; Endure; Facade; Fairy Wind; Fake Tears; Fire Blast; Fire Punch; Flamethrower; Fling; Focus Punch; Follow Me; Grass Knot; Gravity; Growl; Headbutt; Heal Block; Heal Pulse; Healing Wish; Helping Hand; Hyper Voice; Ice Beam; Ice Punch; Icy Wind; Imprison; Iron Tail; Knock Off; Life Dew; Light Screen; Magical Leaf; Meteor Beam; Meteor Mash; Metronome; Misty Explosion; Misty Terrain; Moonblast; Moonlight; Mystical Fire; Night Shade; Play Rough; Pound; Present; Protect; Psybeam; Psych Up; Psychic; Psyshock; Rain Dance; Reflect; Rest; Safeguard; Shadow Ball; Sing; Skill Swap; Sleep Talk; Solar Beam; Splash; Stealth Rock; Stored Power; Substitute; Sunny Day; Sweet Kiss; Swift; Tackle; Take Down; Tera Blast; Thief; Thunder; Thunder Punch; Thunder Wave; Thunderbolt; Tickle; Tri Attack; Trick; Uproar; Water Pulse; Wish; Work Up; Zen Headbutt
Machop,066,38,Body Slam; Brick Break; Brutal Swing; Bulk Up; Bulldoze; Bullet Punch; Close Combat; Comet Punch; Detect; Dig; Double-Edge; Drain Punch; Dual Chop; Dynamic Punch; Earthquake; Endure; Facade; Fire Blast; Fire Punch; Fissure; Flamethrower; Focus Blast; Focus Energy; Ice Punch; Knock Off; Leer; Light Screen; Low Sweep; Metronome; Poison Jab; Power-Up Punch; Protect; Rock Slide; Rock Smash; Rock Tomb; Substitute; Thunder Punch; Work Up
Scyther,123,59,Acrobatics; Aerial Ace; Agility; Air Cutter; Air Slash; Baton Pass; Brick Break; Brutal Swing; Bug Bite; Bug Buzz; Close Combat; Counter; Defog; Double Hit; Double Team; Double-Edge; Dual Chop; Dual Wingbeat; Endure; Facade; False Swipe; Feint; Focus Energy; Fury Cutter; Giga Impact; Helping Hand; Hyper Beam; Knock Off; Leer; Light Screen; Lunge; Night Slash; Pounce; Protect; Quick Attack; Quick Guard; Rain Dance; Razor Wind; Rest; Reversal; Scary Face; Silver Wind; Skitter Smack; Slash; Sleep Talk; Struggle Bug; Substitute; Sunny Day; Swift; Swords Dance; Tailwind; Take Down; Tera Blast; Thief; Trailblaze; U-turn; Vacuum Wave; Wing Attack; X-Scissor
Ariados,168,65,Absorb; Acid Spray; Agility; Baton Pass; Body Slam; Bug Bite; Bug Buzz; Cross Poison; Dig; Disable; Electroweb; Endure; Facade; False Swipe; Fell Stinger; First Impression; Focus Energy; Foul Play; Fury Swipes; Giga Drain; Giga Impact; Headbutt; Hex; Hyper Beam; Infestation; Knock Off; Leech Life; Lunge; Megahorn; Night Shade; Night Slash; Pin Missile; Poison Jab; Poison Sting; Pounce; Protect; Psychic; Rage Powder; Rest; Scary Face; Screech; Shadow Sneak; Skitter Smack; Sleep Talk; Sludge Bomb; Sludge Wave; Smart Strike; Solar Beam; Spite; Sticky Web; String Shot; Struggle Bug; Substitute; Sucker Punch; Sunny Day; Swords Dance; Tera Blast; Thief; Throat Chop; Toxic; Toxic Spikes; Toxic Thread; Trailblaze; Venoshock; X-Scissor
Flaaffy,180,50,After You; Agility; Body Slam; Brick Break; Charge; Charge Beam; Confuse Ray; Cotton Guard; Cotton Spore; Dazzling Gleam; Dig; Discharge; Double-Edge; Eerie Impulse; Electric Terrain; Electro Ball; Electroweb; Endeavor; Endure; Facade; Fire Punch; Flatter; Fling; Focus Punch; Growl; Helping Hand; Ice Punch; Light Screen; Low Kick; Power Gem; Protect; Rain Dance; Reflect; Rest; Roar; Sleep Talk; Substitute; Sunny Day; Swift; Tackle; Take Down; Tera Blast; Thunder; Thunder Punch; Thunder Shock; Thunder Wave; Thunderbolt; Trailblaze; Volt Switch; Wild Charge
Scizor,212,72,Acrobatics; Aerial Ace; Agility; Air Cutter; Air Slash; Baton Pass; Brick Break; Brutal Swing; Bug Bite; Bug Buzz; Bullet Punch; Close Combat; Counter; Curse; Defog; Double Hit; Double Team; Double-Edge; Dual Chop; Dual Wingbeat; Endure; Facade; False Swipe; Feint; Flash Cannon; Fling; Focus Energy; Fury Cutter; Giga Impact; Hard Press; Helping Hand; Hyper Beam; Iron Defense; Iron Head; Knock Off; Leer; Light Screen; Lunge; Magnet Bomb; Metal Claw; Night Slash; Pounce; Protect; Quick Attack; Quick Guard; Rain Dance; Razor Wind; Rest; Reversal; Safeguard; Sandstorm; Scary Face; Silver Wind; Skitter Smack; Slash; Sleep Talk; Steel Beam; Steel Wing; Struggle Bug; Substitute; Sunny Day; Swift; Swords Dance; Tailwind; Take Down; Tera Blast; Thief; Trailblaze; U-turn; Vacuum Wave; Wing Attack; X-Scissor
Pupitar,247,57,Aerial Ace; Ancient Power; Assurance; Bite; Body Slam; Brick Break; Bulldoze; Crunch; Curse; Dark Pulse; Dig; Double-Edge; Dragon Dance; Earth Power; Earthquake; Endure; Facade; Focus Energy; Giga Impact; Headbutt; Helping Hand; High Horsepower; Hyper Beam; Iron Defense; Iron Head; Lash Out; Leer; Mud Shot; Mud-Slap; Outrage; Payback; Protect; Rain Dance; Rest; Rock Blast; Rock Slide; Rock Throw; Rock Tomb; Sand Tomb; Sandstorm; Scary Face; Screech; Sleep Talk; Smack Down; Snarl; Spite; Stealth Rock; Stomp; Stomping Tantrum; Stone Edge; Substitute; Sunny Day; Tackle; Take Down; Taunt; Tera Blast; Thrash
Sceptile,254,93,Absorb; Acrobatics; Aerial Ace; Agility; Assurance; Body Slam; Breaking Swipe; Brick Break; Bulldoze; Bullet Seed; Crunch; Detect; Dig; Double Kick; Double Team; Double-Edge; Dragon Breath; Dragon Cheer; Dragon Claw; Dragon Dance; Dragon Pulse; Dragon Rush; Dragon Tail; Drain Punch; Dual Chop; Earthquake; Endeavor; Endure; Energy Ball; Facade; False Swipe; Fling; Focus Blast; Focus Punch; Frenzy Plant; Fury Cutter; Giga Drain; Giga Impact; Grass Knot; Grass Pledge; Grassy Glide; Grassy Terrain; Helping Hand; Hyper Beam; Iron Tail; Leaf Blade; Leaf Storm; Leafage; Leech Seed; Leer; Low Kick; Low Sweep; Magical Leaf; Mega Drain; Night Slash; Outrage; Pound; Protect; Quick Attack; Quick Guard; Razor Wind; Rest; Roar; Rock Slide; Rock Tomb; Safeguard; Scale Shot; Screech; Seed Bomb; Shed Tail; Slam; Slash; Sleep Talk; Solar Beam; Solar Blade; Substitute; Sunny Day; Swift; Swords Dance; Synthesis; Tackle; Take Down; Tera Blast; Thief; Throat Chop; Thunder Punch; Trailblaze; Upper Hand; Vacuum Wave; Work Up; Worry Seed; X-Scissor; X-scissor
Marshtomp,259,67,Amnesia; Ancient Power; Aqua Ring; Avalanche; Bite; Blizzard; Body Slam; Brick Break; Bubble Beam; Bulldoze; Chilling Water; Counter; Curse; Dig; Double-Edge; Earth Power; Earthquake; Endeavor; Endure; Facade; Fling; Focus Punch; Growl; Helping Hand; Hydro Pump; Ice Beam; Ice Punch; Icy Wind; Iron Tail; Liquidation; Low Kick; Mirror Coat; Mud Shot; Mud-Slap; Muddy Water; Protect; Rain Dance; Rest; Roar; Rock Slide; Rock Smash; Rock Throw; Rock Tomb; Sand Tomb; Scald; Screech; Sleep Talk; Sludge; Sludge Bomb; Sludge Wave; Stealth Rock; Stomp; Substitute; Supersonic; Surf; Tackle; Take Down; Tera Blast; Uproar; Water Gun; Water Pledge; Water Pulse; Waterfall; Whirlpool; Wide Guard; Work Up; Yawn
Aggron,306,59,Ancient Power; Blizzard; Body Slam; Brick Break; Bulldoze; Crunch; Dark Pulse; Dig; Double-Edge; Dragon Claw; Dragon Pulse; Earth Power; Earthquake; Endure; Facade; Fire Blast; Fire Punch; Flamethrower; Focus Blast; Giga Impact; Harden; Head Smash; Headbutt; Heavy Slam; Hydro Pump; Hyper Beam; Ice Beam; Ice Punch; Iron Defense; Iron Head; Iron Tail; Magnet Bomb; Metal Claw; Metal Sound; Meteor Beam; Mud Shot; Outrage; Power-Up Punch; Protect; Roar; Rock Slide; Rock Tomb; Scorching Sands; Screech; Shadow Claw; Solar Beam; Stealth Rock; Steel Beam; Stone Edge; Substitute; Surf; Swagger; Tackle; Take Down; Thunder; Thunder Punch; Thunder Wave; Thunderbolt; Whirlpool
Manectric,310,40,Agility; Bite; Body Slam; Charge; Charge Beam; Crunch; Curse; Discharge; Eerie Impulse; Endure; Facade; Fire Fang; Flame Charge; Flamethrower; Giga Impact; Headbutt; Hyper Beam; Hyper Voice; Ice Fang; Leer; Light Screen; Overheat; Protect; Psychic Fangs; Quick Attack; Razor Wind; Roar; Snarl; Spark; Substitute; Swift; Tackle; Thunder; Thunder Fang; Thunder Shock; Thunder Wave; Thunderbolt; Trailblaze; Volt Switch; Wild Charge
Gulpin,316,62,Acid Armor; Acid Spray; Amnesia; Belch; Body Slam; Bullet Seed; Clear Smog; Curse; Destiny Bond; Dream Eater; Encore; Endure; Explosion; Facade; Fire Punch; Fling; Gastro Acid; Giga Drain; Gunk Shot; Helping Hand; Ice Beam; Ice Punch; Knock Off; Mud Shot; Mud-Slap; Pain Split; Poison Gas; Poison Jab; Pound; Protect; Rain Dance; Rest; Rollout; Seed Bomb; Self-Destruct; Shadow Ball; Sing; Sleep Talk; Sludge; Sludge Bomb; Sludge Wave; Smog; Smokescreen; Solar Beam; Spit Up; Stockpile; Stuff Cheeks; Substitute; Sunny Day; Swallow; Swords Dance; Tackle; Take Down; Tera Blast; Thief; Thunder Punch; Thunder Wave; Toxic; Toxic Spikes; Venoshock; Water Pulse; Yawn
Sharpedo,319,43,Agility; Ancient Power; Aqua Jet; Bite; Blizzard; Bounce; Close Combat; Crunch; Dark Pulse; Double-Edge; Earthquake; Endure; Facade; Flip Turn; Focus Energy; Giga Impact; Hydro Pump; Hyper Beam; Ice Beam; Ice Fang; Icy Wind; Leer; Liquidation; Night Slash; Poison Fang; Poison Jab; Protect; Psychic Fangs; Rock Tomb; Scald; Scale Shot; Screech; Skull Bash; Slash; Substitute; Surf; Swagger; Swift; Take Down; Taunt; Waterfall; Whirlpool; Zen Headbutt
Camerupt,323,75,Amnesia; Ancient Power; Body Press; Body Slam; Bulldoze; Charm; Curse; Defense Curl; Dig; Double-Edge; Double-edge; Earth Power; Earthquake; Ember; Endeavor; Endure; Eruption; Facade; Fire Blast; Fire Spin; Fissure; Flame Charge; Flamethrower; Flare Blitz; Flash Cannon; Focus Energy; Giga Impact; Growl; Growth; Headbutt; Heat Crash; Heat Wave; Heavy Slam; Helping Hand; High Horsepower; Howl; Hyper Beam; Incinerate; Iron Head; Lash Out; Lava Plume; Mud Shot; Mud-Slap; Overheat; Protect; Rain Dance; Rest; Roar; Rock Slide; Rock Tomb; Rollout; Sandstorm; Scary Face; Scorching Sands; Self-Destruct; Sleep Talk; Smack Down; Solar Beam; Spit Up; Stealth Rock; Stockpile; Stomp; Stomping Tantrum; Stone Edge; Substitute; Sunny Day; Swallow; Tackle; Take Down; Temper Flare; Tera Blast; Trailblaze; Will-O-Wisp; Yawn; Zen Headbutt
Lucario,448,87,Aerial Ace; Agility; Aura Sphere; Bite; Blaze Kick; Body Slam; Bone Rush; Brick Break; Bulk Up; Bulldoze; Bullet Punch; Calm Mind; Circle Throw; Close Combat; Coaching; Copycat; Counter; Cross Chop; Crunch; Dark Pulse; Detect; Dig; Dragon Pulse; Drain Punch; Dual Chop; Earthquake; Endure; Extreme Speed; Facade; Feint; Final Gambit; Flash Cannon; Fling; Focus Blast; Focus Punch; Force Palm; Giga Impact; Heal Pulse; Helping Hand; High Jump Kick; Howl; Hyper Beam; Ice Punch; Iron Defense; Iron Tail; Life Dew; Low Kick; Low Sweep; Metal Claw; Metal Sound; Meteor Mash; Metronome; Nasty Plot; Poison Jab; Power-Up Punch; Protect; Psych Up; Psychic; Quick Attack; Quick Guard; Rain Dance; Rest; Reversal; Roar; Rock Slide; Rock Smash; Rock Tomb; Scary Face; Screech; Shadow Ball; Shadow Claw; Sleep Talk; Steel Beam; Stone Edge; Substitute; Sunny Day; Swift; Swords Dance; Take Down; Tera Blast; Thunder Punch; Trailblaze; Upper Hand; Vacuum Wave; Water Pulse; Work Up; Zen Headbutt
Froslass,478,74,Astonish; Aurora Veil; Avalanche; Bite; Blizzard; Block; Body Slam; Charm; Chilling Water; Confuse Ray; Crunch; Curse; Destiny Bond; Disable; Double Team; Draining Kiss; Endure; Facade; Fake Tears; Fling; Frost Breath; Giga Impact; Haze; Headbutt; Heal Block; Helping Hand; Hex; Hyper Beam; Ice Beam; Ice Fang; Ice Punch; Ice Shard; Ice Spinner; Icicle Crash; Icicle Spear; Icy Wind; Imprison; Leer; Light Screen; Nasty Plot; Night Shade; Pain Split; Petal Dance; Phantom Force; Poltergeist; Powder Snow; Protect; Psych Up; Psychic; Rain Dance; Reflect; Rest; Rollout; Scary Face; Shadow Ball; Sheer Cold; Sleep Talk; Snowscape; Spikes; Spite; Substitute; Switcheroo; Take Down; Taunt; Tera Blast; Thunder; Thunder Wave; Thunderbolt; Trailblaze; Trick; Triple Axel; Water Pulse; Weather Ball; Will-O-Wisp
Darkrai,491,74,Blizzard; Brick Break; Brutal Swing; Calm Mind; Charge Beam; Confuse Ray; Confusion; Crunch; Curse; Dark Pulse; Dark Void; Disable; Double Team; Drain Punch; Dream Eater; Endure; Facade; Fling; Focus Blast; Focus Punch; Foul Play; Future Sight; Giga Impact; Haze; Hex; Hyper Beam; Hypnosis; Ice Beam; Icicle Spear; Icy Wind; Knock Off; Lash Out; Nasty Plot; Night Shade; Ominous Wind; Phantom Force; Poison Jab; Protect; Psybeam; Psych Up; Psychic; Psyshock; Quick Attack; Rain Dance; Razor Wind; Rest; Rock Slide; Rock Tomb; Scary Face; Shadow Ball; Shadow Claw; Shadow Punch; Shadow Sneak; Sleep Talk; Sludge Bomb; Snarl; Spite; Substitute; Sucker Punch; Sunny Day; Swift; Swords Dance; Taunt; Tera Blast; Thief; Throat Chop; Thunder; Thunder Wave; Thunderbolt; Torment; Trick; Vacuum Wave; Will-O-Wisp; X-Scissor
Thievul,828,40,Agility; Crunch; Dark Pulse; Dig; Double Team; Endure; Facade; Fake Out; Fake Tears; Fire Fang; First Impression; Giga Impact; Heal Block; Hyper Beam; Ice Fang; Icy Wind; Knock Off; Mimic; Mud Shot; Nasty Plot; Night Slash; Parting Shot; Play Rough; Protect; Psychic; Quick Attack; Razor Wind; Roar; Shadow Ball; Shadow Claw; Snarl; Substitute; Swift; Tail Whip; Taunt; Thunder Fang; Torment; Trailblaze; U-turn; Will-O-Wisp
Perrserker,863,92,Aerial Ace; Amnesia; Baton Pass; Bite; Body Slam; Brick Break; Bulk Up; Charm; Chilling Water; Close Combat; Covet; Crunch; Curse; Dark Pulse; Dig; Double-Edge; Dual Chop; Endeavor; Endure; Facade; Fake Out; Fake Tears; False Swipe; Flail; Flash Cannon; Fling; Foul Play; Fury Swipes; Giga Impact; Growl; Gunk Shot; Gyro Ball; Headbutt; Heal Block; Heavy Slam; Helping Hand; Hone Claws; Hyper Beam; Hyper Voice; Hypnosis; Icy Wind; Iron Defense; Iron Head; Iron Tail; Knock Off; Lash Out; Liquidation; Metal Burst; Metal Claw; Metal Sound; Metronome; Mimic; Nasty Plot; Night Slash; Outrage; Pay Day; Play Rough; Protect; Rain Dance; Rest; Scratch; Screech; Seed Bomb; Shadow Ball; Shadow Claw; Skull Bash; Slash; Sleep Talk; Spikes; Spite; Stealth Rock; Steel Beam; Substitute; Sunny Day; Swagger; Swift; Swords Dance; Tail Whip; Take Down; Taunt; Tera Blast; Thief; Thrash; Throat Chop; Thunder; Thunder Wave; Thunderbolt; Trailblaze; U-turn; Water Pulse; Work Up; X-Scissor
Kleavor,900,70,Acrobatics; Aerial Ace; Agility; Air Cutter; Air Slash; Ancient Power; Baton Pass; Brick Break; Brutal Swing; Bug Bite; Bug Buzz; Close Combat; Counter; Defog; Double Hit; Double Team; Double-Edge; Dual Chop; Dual Wingbeat; Endure; Facade; False Swipe; Feint; Focus Energy; Fury Cutter; Giga Impact; Helping Hand; Hyper Beam; Knock Off; Leer; Light Screen; Lunge; Night Slash; Ominous Wind; Pounce; Protect; Quick Attack; Quick Guard; Rain Dance; Razor Wind; Rest; Reversal; Rock Blast; Rock Slide; Rock Smash; Rock Tomb; Sandstorm; Scary Face; Silver Wind; Skitter Smack; Slash; Sleep Talk; Smack Down; Stealth Rock; Stone Axe; Stone Edge; Struggle Bug; Substitute; Sunny Day; Swift; Swords Dance; Tailwind; Take Down; Tera Blast; Thief; Trailblaze; U-turn; Vacuum Wave; Wing Attack; X-Scissor
Cyclizar,967,59,Acrobatics; Aerial Ace; Agility; Aqua Tail; Bite; Body Slam; Breaking Swipe; Crunch; Double-Edge; Draco Meteor; Dragon Cheer; Dragon Claw; Dragon Pulse; Dragon Rush; Dragon Tail; Endeavor; Endure; Facade; Fire Fang; Flame Charge; Giga Impact; Growl; Headbutt; Hyper Beam; Hyper Voice; Ice Spinner; Iron Head; Iron Tail; Knock Off; Mud Shot; Mud-Slap; Outrage; Overheat; Power Whip; Protect; Quick Attack; Rain Dance; Rapid Spin; Rest; Scale Shot; Shed Tail; Shift Gear; Skull Bash; Sleep Talk; Substitute; Sunny Day; Supercell Slam; Tackle; Take Down; Taunt; Temper Flare; Tera Blast; Thief; Thunder Fang; Thunderbolt; Trailblaze; U-turn; Uproar; Wild Charge
Gardevoir,282,86,Alluring Voice; Aura Sphere; Body Slam; Calm Mind; Charge Beam; Charm; Confuse Ray; Confusion; Dazzling Gleam; Destiny Bond; Disable; Disarming Voice; Double Team; Draining Kiss; Dream Eater; Encore; Endure; Energy Ball; Expanding Force; Facade; Fire Punch; Fling; Focus Blast; Future Sight; Giga Impact; Grass Knot; Gravity; Growl; Heal Pulse; Healing Wish; Helping Hand; Hyper Beam; Hyper Voice; Hypnosis; Ice Punch; Icy Wind; Imprison; Knock Off; Life Dew; Light Screen; Magical Leaf; Mean Look; Memento; Metronome; Mimic; Misty Explosion; Misty Terrain; Moonblast; Mystical Fire; Night Shade; Pain Split; Protect; Psybeam; Psych Up; Psychic; Psychic Noise; Psychic Terrain; Psyshock; Rain Dance; Reflect; Rest; Safeguard; Shadow Ball; Shadow Sneak; Skill Swap; Sleep Talk; Stored Power; Substitute; Sunny Day; Swagger; Swift; Taunt; Teleport; Tera Blast; Thief; Thunder Punch; Thunder Wave; Thunderbolt; Torment; Trick; Trick Room; Triple Axel; Vacuum Wave; Will-O-Wisp; Wish; Zen Headbutt
Gabite,444,58,Aerial Ace; Bite; Body Slam; Breaking Swipe; Brick Break; Bulldoze; Crunch; Dig; Double-Edge; Draco Meteor; Dragon Breath; Dragon Cheer; Dragon Claw; Dragon Pulse; Dragon Rush; Dragon Tail; Earth Power; Earthquake; Endure; Facade; False Swipe; Fire Blast; Fire Fang; Flamethrower; Helping Hand; Iron Head; Metal Claw; Mud Shot; Outrage; Poison Jab; Power Gem; Protect; Rain Dance; Rest; Rock Slide; Rock Tomb; Sand Attack; Sand Tomb; Sandstorm; Scale Shot; Scary Face; Scorching Sands; Shadow Claw; Slash; Sleep Talk; Spikes; Stealth Rock; Stone Edge; Substitute; Sunny Day; Swift; Swords Dance; Tackle; Take Down; Tera Blast; Thrash; Thunder Fang; Twister
Hippopotas,449,46,Amnesia; Bite; Body Press; Body Slam; Bulldoze; Crunch; Curse; Dig; Double-Edge; Earth Power; Earthquake; Endure; Facade; Fire Fang; Fissure; Helping Hand; High Horsepower; Ice Fang; Mud Shot; Mud-Slap; Muddy Water; Protect; Rest; Roar; Rock Slide; Rock Tomb; Sand Attack; Sand Tomb; Sandstorm; Scorching Sands; Slack Off; Sleep Talk; Spit Up; Stealth Rock; Stockpile; Stomping Tantrum; Stone Edge; Substitute; Sunny Day; Swallow; Tackle; Take Down; Tera Blast; Thunder Fang; Whirlwind; Yawn
Gallade,475,118,Aerial Ace; Agility; Air Slash; Alluring Voice; Aqua Cutter; Aura Sphere; Body Slam; Brick Break; Bulk Up; Bulldoze; Calm Mind; Charge Beam; Charm; Close Combat; Coaching; Comet Punch; Confuse Ray; Confusion; Dazzling Gleam; Destiny Bond; Disable; Disarming Voice; Double Team; Drain Punch; Draining Kiss; Dream Eater; Dual Chop; Earthquake; Encore; Endure; Energy Ball; Expanding Force; Facade; False Swipe; Feint; Fire Punch; Fling; Focus Blast; Focus Punch; Fury Cutter; Future Sight; Giga Impact; Grass Knot; Growl; Heal Pulse; Helping Hand; Hex; Hyper Beam; Hyper Voice; Hypnosis; Ice Punch; Icy Wind; Imprison; Knock Off; Leaf Blade; Leer; Life Dew; Light Screen; Low Kick; Low Sweep; Magical Leaf; Mean Look; Memento; Metronome; Misty Terrain; Mystical Fire; Night Shade; Night Slash; Pain Split; Poison Jab; Protect; Psybeam; Psych Up; Psychic; Psychic Terrain; Psycho Cut; Psyshock; Quick Guard; Rain Dance; Razor Wind; Reflect; Rest; Reversal; Rock Slide; Rock Tomb; Sacred Sword; Safeguard; Shadow Ball; Shadow Claw; Shadow Sneak; Skill Swap; Slash; Sleep Talk; Solar Blade; Stone Edge; Stored Power; Substitute; Sunny Day; Swift; Swords Dance; Take Down; Taunt; Teleport; Tera Blast; Thief; Throat Chop; Thunder Punch; Thunder Wave; Thunderbolt; Trick; Trick Room; Triple Axel; Upper Hand; Vacuum Wave; Wide Guard; Will-O-Wisp; X-Scissor; Zen Headbutt
Sliggoo,705,50,Absorb; Acid Armor; Acid Spray; Blizzard; Body Slam; Charm; Chilling Water; Counter; Curse; Draco Meteor; Dragon Breath; Dragon Pulse; Endure; Facade; Flail; Flash Cannon; Gyro Ball; Heavy Slam; Ice Beam; Ice Spinner; Iron Defense; Iron Head; Life Dew; Magnet Bomb; Mud Shot; Muddy Water; Outrage; Protect; Rain Dance; Rest; Rock Slide; Rock Tomb; Sandstorm; Shelter; Skitter Smack; Sleep Talk; Sludge Bomb; Sludge Wave; Steel Beam; Substitute; Sunny Day; Surf; Tackle; Take Down; Tera Blast; Thunder; Thunderbolt; Toxic; Water Gun; Water Pulse
